site,tree,lat,year,Date,DD,Growth,Survival,Live
1,1,40.38063486,1994,111.5735659,169.4861683,60.09403902,0.999455683,1
1,2,40.38063486,1994,NA,NA,NA,0.778085783,0
1,3,40.38063486,1994,NA,NA,NA,0.756027618,0
1,4,40.38063486,1994,106.4229408,171.1072285,49.55859915,0.964914187,1
1,5,40.38063486,1994,NA,NA,NA,0.974820213,0
1,1,40.38063486,1996,109.8922383,171.3917199,50.97767856,0.991864717,1
1,2,40.38063486,1996,NA,NA,NA,0.782624528,0
1,3,40.38063486,1996,NA,NA,NA,0.854512287,0
1,4,40.38063486,1996,105.508322,171.611284,48.41382138,0.957930022,1
1,5,40.38063486,1996,NA,NA,NA,0.990908606,0
1,1,40.38063486,1998,108.7252051,172.137562,50.42283891,0.990510894,1
1,2,40.38063486,1998,NA,NA,NA,0.730929746,0
1,3,40.38063486,1998,NA,NA,NA,0.633723971,0
1,4,40.38063486,1998,105.4835207,172.6939632,49.31626009,0.963468417,1
1,5,40.38063486,1998,NA,NA,NA,0.995720895,0
1,1,40.38063486,2000,108.179962,174.9304968,54.57737172,0.997404892,1
1,2,40.38063486,2000,NA,NA,NA,0.808649394,0
1,3,40.38063486,2000,NA,NA,NA,0.984859684,0
1,4,40.38063486,2000,106.9674743,171.4939217,44.3977971,0.85674286,1
1,5,40.38063486,2000,NA,NA,NA,0.985689537,0
1,1,40.38063486,2002,109.2669645,174.31083,50.32567648,0.990303365,1
1,2,40.38063486,2002,NA,NA,NA,0.69799756,0
1,3,40.38063486,2002,NA,NA,NA,0.766003123,0
1,4,40.38063486,2002,104.3632378,174.16012,52.37205955,0.987047831,1
1,5,40.38063486,2002,NA,NA,NA,0.99747507,0
1,1,40.38063486,2004,107.400281,174.8638548,50.69571797,0.991327757,1
1,2,40.38063486,2004,NA,NA,NA,0.870400798,0
1,3,40.38063486,2004,NA,NA,NA,0.911636049,0
1,4,40.38063486,2004,106.9506341,171.8748921,46.6879432,0.924696517,1
1,5,40.38063486,2004,NA,NA,NA,0.993756244,0
1,1,40.38063486,2006,105.5921209,179.3806073,55.10595837,0.99790741,1
1,2,40.38063486,2006,NA,NA,NA,0.721012602,0
1,3,40.38063486,2006,NA,NA,NA,0.725150357,0
1,4,40.38063486,2006,103.3258285,177.6801768,42.0206257,0.77583365,1
1,5,40.38063486,2006,NA,NA,NA,0.961524493,0
2,6,50.74667707,1970,132.8078369,147.0900566,47.50194996,0.904410534,1
2,7,50.74667707,1970,126.4692293,144.0500315,53.13013672,0.990248516,1
2,8,50.74667707,1970,129.5391816,149.5549706,38.63303867,0.876771165,1
2,9,50.74667707,1970,136.7504663,147.0459934,54.82665904,0.998673547,1
2,10,50.74667707,1970,136.2216562,150.099682,52.60698374,0.9996353,1
2,6,50.74667707,1972,133.9763457,148.3862654,44.90439186,0.778747579,1
2,7,50.74667707,1972,125.0662782,147.4586992,52.55612935,0.989139534,1
2,8,50.74667707,1972,129.6809995,151.7663214,39.25478245,0.885332813,1
2,9,50.74667707,1972,137.739374,145.3689893,50.58083292,0.994918963,1
2,10,50.74667707,1972,138.2412894,149.5162494,55.43479948,0.999832366,1
2,6,50.74667707,1974,131.6342331,149.3166598,44.45286592,0.759573881,1
2,7,50.74667707,1974,122.2912716,150.0392444,55.557107,0.995468698,1
2,8,50.74667707,1974,127.7319207,153.9569695,42.1490531,0.955483059,1
2,9,50.74667707,1974,134.4301372,151.4995559,53.71211978,0.997590977,1
2,10,50.74667707,1974,135.9019761,151.097368,49.1591258,0.999086323,1
2,6,50.74667707,1976,129.3944585,151.8638778,41.77332945,0.598945306,1
2,7,50.74667707,1976,122.2858427,152.0204504,49.06289559,0.969884209,1
2,8,50.74667707,1976,128.1166872,152.8025248,39.49082318,0.901282016,1
2,9,50.74667707,1976,135.0476386,149.4746086,55.46684249,0.998819674,1
2,10,50.74667707,1976,135.0423244,153.763691,50.53073453,0.999258281,1
2,6,50.74667707,1978,130.1475864,152.9573437,46.74746245,0.878340788,1
2,7,50.74667707,1978,123.4848303,151.699729,52.25864412,0.986762359,1
2,8,50.74667707,1978,130.8892068,148.9701779,35.53300736,0.762732563,0
2,9,50.74667707,1978,134.7710036,152.400338,56.55326024,0.999109925,1
2,10,50.74667707,1978,134.1476628,157.024814,53.6189111,0.999726277,1
2,6,50.74667707,1980,127.564063,155.884237,39.93770783,0.457491933,0
2,7,50.74667707,1980,122.1662227,155.3907694,52.84803464,0.98996704,1
2,8,50.74667707,1980,NA,NA,NA,0.661048109,0
2,9,50.74667707,1980,132.5758571,154.4937992,54.65897718,0.998557583,1
2,10,50.74667707,1980,135.2390469,152.6650429,53.05998664,0.999703935,1
2,6,50.74667707,1982,NA,NA,NA,0.853613877,0
2,7,50.74667707,1982,119.7452912,154.9471036,53.69732369,0.992352527,1
2,8,50.74667707,1982,NA,NA,NA,0.939741684,0
2,9,50.74667707,1982,132.1111195,154.826143,49.61522795,0.994077043,1
2,10,50.74667707,1982,135.5481701,152.5281487,57.73293581,0.999923659,1
2,6,50.74667707,1984,NA,NA,NA,0.608940896,0
2,7,50.74667707,1984,120.8614069,155.3875885,52.45192133,0.988357366,1
2,8,50.74667707,1984,NA,NA,NA,0.953782314,0
2,9,50.74667707,1984,131.205958,155.7171427,54.99035325,0.998641198,1
2,10,50.74667707,1984,133.112986,153.8532755,46.53608123,0.997414184,1
2,6,50.74667707,1986,NA,NA,NA,0.909587976,0
2,7,50.74667707,1986,122.3221461,154.1901986,51.0665952,0.979213259,1
2,8,50.74667707,1986,NA,NA,NA,0.982038867,0
2,9,50.74667707,1986,129.4860625,159.3772634,50.59106655,0.995056624,1
2,10,50.74667707,1986,136.5935203,150.2874001,50.89827577,0.999335552,1
2,6,50.74667707,1988,NA,NA,NA,0.691324682,0
2,7,50.74667707,1988,119.9782802,155.8547439,52.48000576,0.988066068,1
2,8,50.74667707,1988,NA,NA,NA,0.745405648,0
2,9,50.74667707,1988,127.6121228,160.4256155,47.82238775,0.989269006,1
2,10,50.74667707,1988,134.3472903,156.695921,50.95396256,0.999457718,1
2,6,50.74667707,1990,NA,NA,NA,0.879492827,0
2,7,50.74667707,1990,118.9591845,156.3775407,50.59683552,0.977845918,1
2,8,50.74667707,1990,NA,NA,NA,0.874776597,0
2,9,50.74667707,1990,130.500723,158.645213,56.62367633,0.999030455,1
2,10,50.74667707,1990,132.3253354,157.3186944,50.40892503,0.999348685,1
2,6,50.74667707,1992,NA,NA,NA,0.715140084,0
2,7,50.74667707,1992,118.4839398,156.1043849,51.07275818,0.981576509,0
2,8,50.74667707,1992,NA,NA,NA,0.536359294,0
2,9,50.74667707,1992,130.0732889,162.8107888,56.4193134,0.998960886,1
2,10,50.74667707,1992,127.5174643,164.6031093,47.59554976,0.998433801,1
2,6,50.74667707,1994,NA,NA,NA,0.894859673,0
2,7,50.74667707,1994,NA,NA,NA,0.99387951,0
2,8,50.74667707,1994,NA,NA,NA,0.960106786,0
2,9,50.74667707,1994,129.8476592,161.3143322,49.82476617,0.992135201,1
2,10,50.74667707,1994,133.4004229,157.6763093,49.50732358,0.999200686,1
2,6,50.74667707,1996,NA,NA,NA,0.846919166,0
2,7,50.74667707,1996,NA,NA,NA,0.936111974,0
2,8,50.74667707,1996,NA,NA,NA,0.694247305,0
2,9,50.74667707,1996,129.7279383,161.6947252,54.76817275,0.998460205,1
2,10,50.74667707,1996,130.2790924,163.7348634,51.42112092,0.999493325,1
2,6,50.74667707,1998,NA,NA,NA,0.335907131,0
2,7,50.74667707,1998,NA,NA,NA,0.977193986,0
2,8,50.74667707,1998,NA,NA,NA,0.294748667,0
2,9,50.74667707,1998,128.0735097,165.040059,53.47054477,0.997691868,1
2,10,50.74667707,1998,132.4689989,162.4175222,52.9074917,0.999699982,1
2,6,50.74667707,2000,NA,NA,NA,0.445835609,0
2,7,50.74667707,2000,NA,NA,NA,0.984522507,0
2,8,50.74667707,2000,NA,NA,NA,0.905440881,0
2,9,50.74667707,2000,127.9214304,163.7877277,49.99603744,0.994116094,1
2,10,50.74667707,2000,131.2760697,161.5622876,48.46637437,0.998811642,1
2,6,50.74667707,2002,NA,NA,NA,0.857936173,0
2,7,50.74667707,2002,NA,NA,NA,0.977893512,0
2,8,50.74667707,2002,NA,NA,NA,0.943433237,0
2,9,50.74667707,2002,128.7094705,163.5058246,56.7256397,0.999375525,1
2,10,50.74667707,2002,130.882806,162.9265335,46.40672459,0.997877387,1
2,6,50.74667707,2004,NA,NA,NA,0.895661493,0
2,7,50.74667707,2004,NA,NA,NA,0.980850205,0
2,8,50.74667707,2004,NA,NA,NA,0.875240251,0
2,9,50.74667707,2004,126.4084894,166.1052668,51.40201751,0.995393737,1
2,10,50.74667707,2004,130.8482816,166.1784369,62.09542958,0.999984331,1
2,6,50.74667707,2006,NA,NA,NA,0.962157128,0
2,7,50.74667707,2006,NA,NA,NA,0.81676256,0
2,8,50.74667707,2006,NA,NA,NA,0.829109789,0
2,9,50.74667707,2006,128.0205702,164.5587178,53.62737789,0.99791923,1
2,10,50.74667707,2006,130.2036544,166.7020217,52.92621839,0.999710961,1
3,11,53.20462811,1970,135.3524539,138.2457402,52.21841841,0.998921299,1
3,12,53.20462811,1970,137.3532987,136.2640776,57.66529174,0.993651728,1
3,13,53.20462811,1970,131.2784173,139.3254183,56.23728866,0.998747601,1
3,14,53.20462811,1970,122.4688091,140.9277181,60.05203054,0.999829554,1
3,15,53.20462811,1970,126.0276212,143.1993931,61.48948056,0.999946742,1
3,11,53.20462811,1972,132.816899,141.5466077,61.46110361,0.999938603,1
3,12,53.20462811,1972,133.9601819,141.0588576,52.3787809,0.967993828,1
3,13,53.20462811,1972,129.9702356,143.29444,59.9597667,0.999624134,1
3,14,53.20462811,1972,122.8658004,140.7593937,57.0276721,0.999641607,1
3,15,53.20462811,1972,126.4469966,141.7487883,69.60835899,0.99999569,1
3,11,53.20462811,1974,131.9272408,144.6772566,59.87032043,0.999916502,1
3,12,53.20462811,1974,134.8120087,143.7538956,49.21375875,0.918054228,1
3,13,53.20462811,1974,130.1304794,142.1181837,56.68109149,0.999249475,1
3,14,53.20462811,1974,121.195702,140.1975793,56.28580735,0.999395148,1
3,15,53.20462811,1974,125.6296307,142.3313437,64.23770445,0.999980114,1
3,11,53.20462811,1976,133.6868435,143.6987045,60.4068521,0.999907484,1
3,12,53.20462811,1976,134.1286167,140.4439932,50.25440519,0.930975487,1
3,13,53.20462811,1976,128.516776,143.8888195,62.27397073,0.99985134,1
3,14,53.20462811,1976,119.680305,146.2730202,58.06114052,0.99969508,1
3,15,53.20462811,1976,122.8235631,146.9230261,60.36576246,0.99992696,1
3,11,53.20462811,1978,132.6112843,143.0163812,59.39276495,0.999868355,1
3,12,53.20462811,1978,135.3587557,143.6151637,50.35470393,0.950782471,1
3,13,53.20462811,1978,129.2669763,144.4745824,62.05790564,0.999808407,1
3,14,53.20462811,1978,119.3529154,144.9566068,55.45742321,0.999243209,1
3,15,53.20462811,1978,124.6951453,146.0391937,58.01573916,0.999874218,1
3,11,53.20462811,1980,132.2196257,142.0636286,55.2405041,0.999587392,1
3,12,53.20462811,1980,133.2914464,146.6186101,54.25398463,0.981849792,1
3,13,53.20462811,1980,130.7313586,144.5054961,62.26634754,0.99980115,1
3,14,53.20462811,1980,116.8655741,146.9151998,52.42704524,0.998160179,1
3,15,53.20462811,1980,123.2801017,146.737297,57.25956864,0.999812921,1
3,11,53.20462811,1982,133.230904,141.4331321,58.640891,0.999860369,1
3,12,53.20462811,1982,135.6262876,145.5854211,56.4911023,0.99047727,1
3,13,53.20462811,1982,125.2687864,151.2418462,57.39866571,0.999363399,1
3,14,53.20462811,1982,120.4529897,147.4874203,56.37517575,0.999464245,1
3,15,53.20462811,1982,122.5800873,147.2976744,60.88717247,0.999939378,1
3,11,53.20462811,1984,130.1528286,146.3019051,57.20713078,0.999750583,1
3,12,53.20462811,1984,131.682234,147.382193,49.06786476,0.921115702,0
3,13,53.20462811,1984,130.8285329,145.458407,55.74009037,0.998804786,1
3,14,53.20462811,1984,119.4305697,146.9972696,54.15747068,0.998895049,1
3,15,53.20462811,1984,125.6860225,145.9457281,58.75999323,0.999883313,1
3,11,53.20462811,1986,128.7539168,148.0067897,53.35874392,0.999347413,1
3,12,53.20462811,1986,NA,NA,NA,0.881222822,0
3,13,53.20462811,1986,127.0811949,147.3982919,61.76296728,0.999797823,1
3,14,53.20462811,1986,116.9299999,150.1288132,62.26244468,0.999910289,1
3,15,53.20462811,1986,123.6132723,149.4883417,57.56707956,0.999851897,1
3,11,53.20462811,1988,131.0165165,148.4471297,57.50052634,0.99980998,1
3,12,53.20462811,1988,NA,NA,NA,0.96416351,0
3,13,53.20462811,1988,125.936205,150.9343808,54.45286215,0.998346493,1
3,14,53.20462811,1988,116.7472636,151.2879692,58.89279179,0.999775998,1
3,15,53.20462811,1988,121.6447695,152.5316761,56.31783683,0.999720845,1
3,11,53.20462811,1990,128.7455258,152.6424255,57.0005426,0.999776426,1
3,12,53.20462811,1990,NA,NA,NA,0.969511923,0
3,13,53.20462811,1990,125.3785849,150.8834814,56.60920592,0.999053344,1
3,14,53.20462811,1990,118.0341359,149.5060909,57.70682462,0.999639143,1
3,15,53.20462811,1990,120.925936,150.3768012,62.29612234,0.999960937,1
3,11,53.20462811,1992,128.6598074,151.390349,51.87090949,0.998857534,1
3,12,53.20462811,1992,NA,NA,NA,0.767417955,0
3,13,53.20462811,1992,128.6595343,150.055725,54.78142523,0.998342756,1
3,14,53.20462811,1992,117.0432079,150.6772379,61.3585669,0.999861613,1
3,15,53.20462811,1992,122.472168,152.4608626,60.63018716,0.999932163,1
3,11,53.20462811,1994,128.539863,153.874802,55.32703089,0.999564669,1
3,12,53.20462811,1994,NA,NA,NA,0.960028779,0
3,13,53.20462811,1994,125.6477866,153.3173337,59.49396448,0.999552183,1
3,14,53.20462811,1994,118.7958533,148.8808033,56.9595892,0.999592088,1
3,15,53.20462811,1994,121.7205704,152.097018,57.42339892,0.999867756,1
3,11,53.20462811,1996,126.3688413,154.1872793,51.2107372,0.998653831,1
3,12,53.20462811,1996,NA,NA,NA,0.868710939,0
3,13,53.20462811,1996,125.1383649,154.0516723,55.72417525,0.998763377,1
3,14,53.20462811,1996,116.4306712,151.7878419,50.62093887,0.996919009,1
3,15,53.20462811,1996,120.1842217,154.0817536,58.43910419,0.999868524,1
3,11,53.20462811,1998,130.286489,152.828025,56.49038014,0.999712031,1
3,12,53.20462811,1998,NA,NA,NA,0.763396036,0
3,13,53.20462811,1998,127.8364898,150.1830467,62.04910562,0.999781361,1
3,14,53.20462811,1998,116.2600246,153.9241806,60.89485963,0.999876019,1
3,15,53.20462811,1998,121.1937184,154.1707869,58.44642557,0.9998812,1
3,11,53.20462811,2000,127.7061893,156.8789705,56.15219068,0.999723576,1
3,12,53.20462811,2000,NA,NA,NA,0.944354555,0
3,13,53.20462811,2000,120.935206,156.9938077,59.64821872,0.9995774,1
3,14,53.20462811,2000,115.9955503,157.5933369,58.12613598,0.99967413,1
3,15,53.20462811,2000,119.2975113,154.8200241,60.8599045,0.999953605,1
3,11,53.20462811,2002,126.8348575,154.788433,54.45320238,0.999461472,1
3,12,53.20462811,2002,NA,NA,NA,0.989418483,0
3,13,53.20462811,2002,122.1409465,156.860326,61.96479116,0.999817793,1
3,14,53.20462811,2002,114.5789908,155.8251419,52.52704465,0.998564176,1
3,15,53.20462811,2002,117.8485867,156.9925492,62.05296287,0.999960545,1
3,11,53.20462811,2004,129.4615815,151.173049,55.32285855,0.999579054,1
3,12,53.20462811,2004,NA,NA,NA,0.872849955,0
3,13,53.20462811,2004,124.4286819,155.5296974,53.59775489,0.99754557,1
3,14,53.20462811,2004,114.204684,157.8276278,50.28310345,0.996964721,1
3,15,53.20462811,2004,116.97114,160.0147389,61.58398629,0.999949852,1
3,11,53.20462811,2006,124.8315271,158.8617221,51.67831461,0.998894447,1
3,12,53.20462811,2006,NA,NA,NA,0.928349568,0
3,13,53.20462811,2006,123.0330736,157.3862948,57.64645862,0.999224051,1
3,14,53.20462811,2006,114.899133,155.9428112,57.66402233,0.999637073,1
3,15,53.20462811,2006,119.2645108,156.8732443,53.48340908,0.99952549,1
4,16,58.54618143,1970,130.0964733,137.2095018,47.51159327,0.975797457,1
4,17,58.54618143,1970,128.2150075,136.039066,48.07378956,0.933907157,1
4,18,58.54618143,1970,129.8715878,141.1475897,45.00400584,0.969246072,1
4,19,58.54618143,1970,136.6265683,135.4068916,48.80200627,0.963079255,1
4,20,58.54618143,1970,136.0464681,136.763011,57.03542068,0.999847656,1
4,16,58.54618143,1972,129.5899525,138.9768834,47.73523959,0.976898629,0
4,17,58.54618143,1972,127.3984886,138.4548123,49.88756421,0.968996375,1
4,18,58.54618143,1972,131.9678615,137.3217112,49.63177471,0.992557643,1
4,19,58.54618143,1972,134.7710345,137.2438586,44.89982928,0.8702789,1
4,20,58.54618143,1972,135.1647947,138.6771242,60.94489805,0.999950302,1
4,16,58.54618143,1974,NA,NA,NA,0.982918473,0
4,17,58.54618143,1974,125.9293098,138.8454373,43.58834682,0.834317604,1
4,18,58.54618143,1974,131.0807838,138.786797,48.51164387,0.989946093,1
4,19,58.54618143,1974,134.3786182,142.5691667,50.14333904,0.980293006,1
4,20,58.54618143,1974,133.2383693,141.6647697,51.87061943,0.999206093,1
4,16,58.54618143,1976,NA,NA,NA,0.993427596,0
4,17,58.54618143,1976,127.364419,137.6949444,44.42655008,0.821260419,1
4,18,58.54618143,1976,132.0232992,137.3855017,46.02552124,0.977518846,1
4,19,58.54618143,1976,133.5009561,140.3890994,44.46813949,0.874544371,1
4,20,58.54618143,1976,136.6089886,137.918002,58.44663079,0.999891508,1
4,16,58.54618143,1978,NA,NA,NA,0.996291814,0
4,17,58.54618143,1978,126.4582103,140.9010596,46.70387717,0.914173845,1
4,18,58.54618143,1978,130.2383566,139.5398309,48.52686634,0.988249355,1
4,19,58.54618143,1978,133.7417782,139.9140671,39.80615683,0.63419521,1
4,20,58.54618143,1978,136.7894223,138.2303599,54.38547737,0.999667826,1
4,16,58.54618143,1980,NA,NA,NA,0.989297461,0
4,17,58.54618143,1980,123.9371047,144.0296352,47.82412536,0.926812617,1
4,18,58.54618143,1980,130.9436019,140.6343138,47.40136706,0.984234245,1
4,19,58.54618143,1980,133.4613174,141.5215617,50.20499429,0.976131775,1
4,20,58.54618143,1980,134.1727091,142.4796489,52.26171496,0.999291076,1
4,16,58.54618143,1982,NA,NA,NA,0.9931379,0
4,17,58.54618143,1982,123.5142681,146.2491271,42.44325996,0.738801623,1
4,18,58.54618143,1982,130.6400816,140.7468363,48.78461933,0.990731549,1
4,19,58.54618143,1982,132.4208731,145.5024521,45.49822881,0.909249443,1
4,20,58.54618143,1982,134.2058443,140.7139974,50.70985205,0.998790237,1
4,16,58.54618143,1984,NA,NA,NA,0.990601845,0
4,17,58.54618143,1984,125.9371613,142.1932529,51.77307332,0.979491932,1
4,18,58.54618143,1984,125.8652181,144.560885,47.17990862,0.986158184,1
4,19,58.54618143,1984,132.5925621,142.1672287,49.53824941,0.969276137,1
4,20,58.54618143,1984,134.2987741,144.3325417,58.93945055,0.999905431,1
4,16,58.54618143,1986,NA,NA,NA,0.989731512,0
4,17,58.54618143,1986,122.8133145,149.002577,42.01871998,0.686247052,1
4,18,58.54618143,1986,127.91534,145.6955439,45.69210446,0.976010087,1
4,19,58.54618143,1986,131.3476639,143.3689535,45.89349508,0.922509137,1
4,20,58.54618143,1986,132.1288326,145.2609756,55.36525485,0.999728199,1
4,16,58.54618143,1988,NA,NA,NA,0.980224466,0
4,17,58.54618143,1988,123.3005374,145.0823688,45.16631145,0.850936314,0
4,18,58.54618143,1988,128.5854883,143.8666617,39.6456666,0.85193259,0
4,19,58.54618143,1988,129.1742537,148.2474029,46.86021196,0.930881851,1
4,20,58.54618143,1988,135.5076978,142.0250936,54.67740039,0.999659628,1
4,16,58.54618143,1990,NA,NA,NA,0.993042861,0
4,17,58.54618143,1990,NA,NA,NA,0.87006123,0
4,18,58.54618143,1990,NA,NA,NA,0.95969504,0
4,19,58.54618143,1990,130.0539297,146.0093153,48.24918903,0.952814836,1
4,20,58.54618143,1990,133.7577497,144.6231806,50.96456698,0.998989237,1
4,16,58.54618143,1992,NA,NA,NA,0.989507251,0
4,17,58.54618143,1992,NA,NA,NA,0.846100754,0
4,18,58.54618143,1992,NA,NA,NA,0.992878107,0
4,19,58.54618143,1992,131.5445365,147.5579058,48.70872103,0.959448042,1
4,20,58.54618143,1992,129.8664075,150.2823674,55.59553696,0.999733965,1
4,16,58.54618143,1994,NA,NA,NA,0.99445844,0
4,17,58.54618143,1994,NA,NA,NA,0.932092926,0
4,18,58.54618143,1994,NA,NA,NA,0.973890883,0
4,19,58.54618143,1994,129.14993,149.3713256,53.74087021,0.990983564,1
4,20,58.54618143,1994,130.6221893,147.5595931,48.12061899,0.997817818,1
4,16,58.54618143,1996,NA,NA,NA,0.99547709,0
4,17,58.54618143,1996,NA,NA,NA,0.913865033,0
4,18,58.54618143,1996,NA,NA,NA,0.979044013,0
4,19,58.54618143,1996,128.3502631,151.9311942,48.41375643,0.961182603,1
4,20,58.54618143,1996,128.7847599,150.4540318,55.86296855,0.999730259,1
4,16,58.54618143,1998,NA,NA,NA,0.969996915,0
4,17,58.54618143,1998,NA,NA,NA,0.82866764,0
4,18,58.54618143,1998,NA,NA,NA,0.939404407,0
4,19,58.54618143,1998,128.7525435,152.201038,46.07555231,0.914779804,1
4,20,58.54618143,1998,130.066476,149.6493423,58.00841096,0.999883018,1
4,16,58.54618143,2000,NA,NA,NA,0.977573062,0
4,17,58.54618143,2000,NA,NA,NA,0.943426203,0
4,18,58.54618143,2000,NA,NA,NA,0.942370406,0
4,19,58.54618143,2000,129.2321927,150.7034981,49.79881199,0.976404541,1
4,20,58.54618143,2000,130.9591297,150.2582371,50.90668857,0.999096925,1
4,16,58.54618143,2002,NA,NA,NA,0.995710436,0
4,17,58.54618143,2002,NA,NA,NA,0.778081222,0
4,18,58.54618143,2002,NA,NA,NA,0.953731066,0
4,19,58.54618143,2002,128.0135919,151.7411929,52.59831895,0.988613054,1
4,20,58.54618143,2002,130.8949602,151.8410913,54.84649659,0.999725124,1
4,16,58.54618143,2004,NA,NA,NA,0.995725857,0
4,17,58.54618143,2004,NA,NA,NA,0.879223114,0
4,18,58.54618143,2004,NA,NA,NA,0.985046615,0
4,19,58.54618143,2004,128.5741093,151.4285579,45.95218445,0.922843539,1
4,20,58.54618143,2004,128.0542121,155.6202264,57.66011785,0.999873943,1
4,16,58.54618143,2006,NA,NA,NA,0.989429435,0
4,17,58.54618143,2006,NA,NA,NA,0.462944377,0
4,18,58.54618143,2006,NA,NA,NA,0.945150561,0
4,19,58.54618143,2006,126.3572785,153.069725,48.74258604,0.967913294,1
4,20,58.54618143,2006,128.9098347,155.2556934,50.79897285,0.998841376,1
5,21,60.15608989,1970,127.1147008,132.4297916,36.84874816,0.581469017,1
5,22,60.15608989,1970,116.0554679,137.4595283,37.99759405,0.787346185,1
5,23,60.15608989,1970,126.4927347,135.5282313,49.37540065,0.998583499,1
5,24,60.15608989,1970,120.0245146,136.0329956,42.16418533,0.96878642,1
5,25,60.15608989,1970,135.6097146,137.3402997,35.92023765,0.44598195,1
